Timestamp,Source,PX,PY,PZ,QX,QY,QZ,QW,V_Linear,V_Angular
2026-01-09T09:25:42.365Z,Hand_R_26,0.134,-0.321,0.401,0.799,0.401,-0.276,-0.353,0.0160,64.53
2026-01-09T09:25:42.365Z,Hand_R_26,0.134,-0.321,0.4,0.797,0.406,-0.277,-0.352,0.0160,64.53
2026-01-09T09:25:42.365Z,Hand_R_26,0.134,-0.321,0.401,0.794,0.412,-0.28,-0.349,0.0160,64.53
2026-01-09T09:25:42.366Z,Hand_R_26,0.134,-0.321,0.401,0.792,0.414,-0.281,-0.348,0.0000,2419.88
2026-01-09T09:25:42.366Z,Hand_R_26,0.134,-0.321,0.401,0.792,0.414,-0.281,-0.348,0.0000,2419.88
2026-01-09T09:25:42.366Z,Hand_R_26,0.134,-0.321,0.401,0.792,0.415,-0.282,-0.348,0.0000,2419.88
2026-01-09T09:25:42.367Z,Hand_R_26,0.134,-0.321,0.401,0.788,0.422,-0.284,-0.346,0.0000,2702.93
2026-01-09T09:25:42.395Z,Hand_R_26,0.133,-0.321,0.401,0.784,0.429,-0.286,-0.345,0.0352,136.78
2026-01-09T09:25:42.396Z,Hand_R_26,0.133,-0.322,0.4,0.782,0.434,-0.287,-0.344,0.0352,136.78
2026-01-09T09:25:42.458Z,Hand_R_26,0.133,-0.322,0.4,0.781,0.435,-0.287,-0.344,0.0000,0.00
2026-01-09T09:25:42.458Z,Hand_R_26,0.133,-0.322,0.4,0.782,0.434,-0.286,-0.345,0.0000,0.00
2026-01-09T09:25:42.458Z,Hand_R_26,0.133,-0.322,0.4,0.782,0.434,-0.286,-0.345,0.0000,0.00
2026-01-09T09:25:42.459Z,Hand_R_26,0.133,-0.322,0.4,0.783,0.431,-0.284,-0.346,0.0000,1062.23
2026-01-09T09:25:42.459Z,Hand_R_26,0.133,-0.322,0.399,0.786,0.426,-0.283,-0.348,0.0000,1062.23
2026-01-09T09:25:42.460Z,Hand_R_26,0.133,-0.321,0.399,0.787,0.424,-0.281,-0.349,0.0000,1062.23
2026-01-09T09:25:42.473Z,Hand_R_26,0.133,-0.321,0.399,0.788,0.423,-0.281,-0.349,0.0000,0.00
2026-01-09T09:25:42.490Z,Hand_R_26,0.133,-0.321,0.399,0.788,0.422,-0.281,-0.349,0.0000,0.00
2026-01-09T09:25:42.490Z,Hand_R_26,0.133,-0.321,0.4,0.788,0.422,-0.283,-0.347,1.0917,3290.95
2026-01-09T09:25:42.505Z,Hand_R_26,0.133,-0.321,0.4,0.788,0.422,-0.283,-0.347,0.0000,243.30
2026-01-09T09:25:42.567Z,Hand_R_26,0.133,-0.321,0.4,0.789,0.422,-0.284,-0.346,0.0000,0.00
2026-01-09T09:25:42.567Z,Hand_R_26,0.133,-0.321,0.4,0.789,0.421,-0.284,-0.345,0.0000,0.00
2026-01-09T09:25:42.569Z,Hand_R_26,0.133,-0.321,0.4,0.786,0.428,-0.287,-0.342,0.0000,0.00
2026-01-09T09:25:42.569Z,Hand_R_26,0.133,-0.321,0.4,0.784,0.432,-0.289,-0.34,0.0000,0.00
2026-01-09T09:25:42.569Z,Hand_R_26,0.133,-0.321,0.4,0.782,0.435,-0.29,-0.339,0.0000,0.00
2026-01-09T09:25:42.569Z,Hand_R_26,0.132,-0.321,0.4,0.781,0.438,-0.291,-0.337,0.9960,1573.29
2026-01-09T09:25:42.582Z,Hand_R_26,0.132,-0.321,0.4,0.781,0.438,-0.291,-0.337,0.0000,0.00
2026-01-09T09:25:42.598Z,Hand_R_26,0.132,-0.321,0.4,0.78,0.439,-0.292,-0.336,0.0000,182.17
2026-01-09T09:25:42.614Z,Hand_R_26,0.132,-0.321,0.4,0.78,0.439,-0.292,-0.336,0.0000,278.22
2026-01-09T09:25:42.675Z,Hand_R_26,0.132,-0.321,0.399,0.783,0.435,-0.29,-0.338,0.0162,17.95
2026-01-09T09:25:42.676Z,Hand_R_26,0.132,-0.321,0.399,0.783,0.434,-0.29,-0.338,0.0162,17.95
2026-01-09T09:25:42.676Z,Hand_R_26,0.132,-0.321,0.399,0.784,0.433,-0.289,-0.339,0.0162,17.95
2026-01-09T09:25:42.676Z,Hand_R_26,0.132,-0.321,0.399,0.784,0.433,-0.289,-0.339,0.0000,0.00
2026-01-09T09:25:42.678Z,Hand_R_26,0.133,-0.321,0.399,0.788,0.426,-0.284,-0.343,0.0000,0.00
2026-01-09T09:25:42.678Z,Hand_R_26,0.133,-0.321,0.399,0.788,0.426,-0.284,-0.343,0.0000,0.00
2026-01-09T09:25:42.678Z,Hand_R_26,0.133,-0.321,0.399,0.788,0.425,-0.283,-0.344,0.0000,0.00
2026-01-09T09:25:42.691Z,Hand_R_26,0.133,-0.321,0.399,0.79,0.422,-0.281,-0.346,0.0000,0.00
2026-01-09T09:25:42.706Z,Hand_R_26,0.133,-0.321,0.399,0.79,0.421,-0.279,-0.347,0.0000,0.00
2026-01-09T09:25:42.771Z,Hand_R_26,0.133,-0.321,0.399,0.791,0.42,-0.278,-0.347,0.0000,44.57
2026-01-09T09:25:42.771Z,Hand_R_26,0.133,-0.321,0.399,0.791,0.421,-0.279,-0.346,0.0000,44.57
2026-01-09T09:25:42.772Z,Hand_R_26,0.133,-0.321,0.399,0.791,0.421,-0.279,-0.346,0.0000,0.00
2026-01-09T09:25:42.772Z,Hand_R_26,0.133,-0.321,0.399,0.791,0.421,-0.279,-0.346,0.0000,0.00
2026-01-09T09:25:42.773Z,Hand_R_26,0.133,-0.321,0.399,0.791,0.421,-0.279,-0.345,0.0000,0.00
2026-01-09T09:25:42.773Z,Hand_R_26,0.133,-0.322,0.399,0.79,0.424,-0.28,-0.344,0.0000,0.00
2026-01-09T09:25:42.786Z,Hand_R_26,0.133,-0.322,0.399,0.79,0.425,-0.279,-0.343,0.0000,0.00
2026-01-09T09:25:42.802Z,Hand_R_26,0.133,-0.322,0.399,0.79,0.426,-0.279,-0.343,0.0000,0.00
2026-01-09T09:25:42.802Z,Hand_R_26,0.133,-0.322,0.399,0.79,0.426,-0.279,-0.343,0.0000,0.00
2026-01-09T09:25:42.879Z,Hand_R_26,0.133,-0.322,0.399,0.786,0.433,-0.282,-0.34,0.0000,0.00
2026-01-09T09:25:42.879Z,Hand_R_26,0.133,-0.322,0.399,0.783,0.438,-0.284,-0.338,0.0000,0.00
2026-01-09T09:25:42.879Z,Hand_R_26,0.132,-0.322,0.399,0.781,0.442,-0.285,-0.336,0.0000,0.00
2026-01-09T09:25:42.880Z,Hand_R_26,0.132,-0.323,0.399,0.778,0.446,-0.287,-0.335,0.0000,0.00
2026-01-09T09:25:42.880Z,Hand_R_26,0.132,-0.323,0.399,0.777,0.449,-0.289,-0.334,0.0000,3259.62
2026-01-09T09:25:42.880Z,Hand_R_26,0.132,-0.323,0.399,0.776,0.45,-0.289,-0.334,0.0000,3259.62
2026-01-09T09:25:42.881Z,Hand_R_26,0.132,-0.323,0.399,0.776,0.45,-0.289,-0.334,0.0000,3259.62
2026-01-09T09:25:42.894Z,Hand_R_26,0.132,-0.323,0.399,0.778,0.445,-0.288,-0.337,0.0000,180.23
