Timestamp,Source,PX,PY,PZ,QX,QY,QZ,QW,V_Linear,V_Angular
2026-01-09T09:26:21.277Z,Hand_R_26,0.147,-0.329,0.374,0.666,0.599,-0.258,-0.362,0.0000,48.46
2026-01-09T09:26:21.278Z,Hand_R_26,0.146,-0.329,0.374,0.666,0.6,-0.259,-0.36,1.9400,0.00
2026-01-09T09:26:21.278Z,Hand_R_26,0.146,-0.329,0.374,0.665,0.601,-0.26,-0.358,0.0000,5381.42
2026-01-09T09:26:21.278Z,Hand_R_26,0.146,-0.33,0.374,0.663,0.604,-0.261,-0.357,0.0000,5381.42
2026-01-09T09:26:21.279Z,Hand_R_26,0.146,-0.33,0.374,0.662,0.605,-0.262,-0.356,0.0000,4442.14
2026-01-09T09:26:21.279Z,Hand_R_26,0.146,-0.33,0.374,0.661,0.606,-0.262,-0.356,0.0000,5974.79
2026-01-09T09:26:21.292Z,Hand_R_26,0.146,-0.33,0.373,0.66,0.608,-0.261,-0.356,0.0788,168.46
2026-01-09T09:26:21.308Z,Hand_R_26,0.146,-0.33,0.373,0.659,0.609,-0.261,-0.356,0.0000,0.00
2026-01-09T09:26:21.323Z,Hand_R_26,0.146,-0.33,0.372,0.658,0.61,-0.261,-0.356,0.0655,59.09
2026-01-09T09:26:21.370Z,Hand_R_26,0.146,-0.33,0.372,0.658,0.61,-0.261,-0.356,0.0000,31.06
2026-01-09T09:26:21.371Z,Hand_R_26,0.146,-0.33,0.372,0.658,0.611,-0.26,-0.356,0.0000,31.06
2026-01-09T09:26:21.371Z,Hand_R_26,0.146,-0.33,0.372,0.658,0.611,-0.26,-0.356,0.0000,0.00
2026-01-09T09:26:21.371Z,Hand_R_26,0.146,-0.33,0.372,0.658,0.611,-0.26,-0.356,0.0000,0.00
2026-01-09T09:26:21.372Z,Hand_R_26,0.146,-0.33,0.371,0.658,0.611,-0.259,-0.356,1.0001,0.00
2026-01-09T09:26:21.386Z,Hand_R_26,0.146,-0.33,0.371,0.654,0.616,-0.26,-0.354,0.0000,0.00
